22
3 1 shire mordor
shire middleearth 1
middleearth mordor 32
shire mordor 303
3 1 a d
a b 12
b c 32
c d 34
3 2 a d
a b 12
b c 32
c d 34
1 0 a a
a b 6
1 2 start end
start end 1000000000
1 2 start end
start end 999999999
1 2 start end
start end 999999998
1 2 a b
c d 10
1 2 a b
c b 10
1 2 a b
a d 10
6 5 zzafkarssgy nptck
zzafkarssgy phsxcs 3
phsxcs vpxzzlvkrkas 4
vpxzzlvkrkas nptck 2
zzafkarssgy httpvnk 5
httpvnk nptck 4
httpvnk vpxzzlvkrkas 3
265 87 vdlrlcwexi jzznitvdd
vdlrlcwexi gzypfm 1
vdlrlcwexi bzkud 1
gzypfm nrrflge 1
bzkud nrrflge 1
nrrflge rsjuogvux 1
nrrflge rnprhdzc 1
rsjuogvux wztah 1
rnprhdzc wztah 1
wztah cupgjrcn 1
wztah vlwwj 1
cupgjrcn hhzxuv 1
vlwwj hhzxuv 1
hhzxuv tixi 1
hhzxuv isvaidw 1
tixi rhpcgkj 1
isvaidw rhpcgkj 1
rhpcgkj mixzzupj 1
rhpcgkj husvpgei 1
mixzzupj qjwjtxbep 1
husvpgei qjwjtxbep 1
qjwjtxbep bvqnztp 1
qjwjtxbep cdtglrium 1
bvqnztp laohhicm 1
cdtglrium laohhicm 1
laohhicm jazynu 1
laohhicm jzgakixc 1
jazynu pqrfkcbqra 1
jzgakixc pqrfkcbqra 1
pqrfkcbqra rlhbrbvp 1
pqrfkcbqra ipbslvnjc 1
rlhbrbvp pbzzs 1
ipbslvnjc pbzzs 1
pbzzs yozvirih 1
pbzzs xwxpi 1
yozvirih xmvlxyn 1
xwxpi xmvlxyn 1
xmvlxyn siiyq 1
xmvlxyn zahmi 1
siiyq ngwrlp 1
zahmi ngwrlp 1
ngwrlp ucaapfhcng 1
ngwrlp tpsgi 1
ucaapfhcng ukakc 1
tpsgi ukakc 1
ukakc zqmxvel 1
ukakc auvudr 1
zqmxvel ozfb 1
auvudr ozfb 1
ozfb bfbdi 1
ozfb hhedxfb 1
bfbdi tkrrsvyr 1
hhedxfb tkrrsvyr 1
tkrrsvyr pmwln 1
tkrrsvyr aylkjrzchi 1
pmwln gdjsztzmh 1
aylkjrzchi gdjsztzmh 1
gdjsztzmh ybqvqi 1
gdjsztzmh ddsek 1
ybqvqi tbdlcty 1
ddsek tbdlcty 1
tbdlcty ktguuvly 1
tbdlcty otblkpi 1
ktguuvly ehani 1
otblkpi ehani 1
ehani vlsgvswb 1
ehani ictxzcx 1
vlsgvswb cixpppsae 1
ictxzcx cixpppsae 1
cixpppsae xwowx 1
cixpppsae lurcvyua 1
xwowx heaf 1
lurcvyua heaf 1
heaf kfqfmo 1
heaf eopdhzpw 1
kfqfmo aflwngpb 1
eopdhzpw aflwngpb 1
aflwngpb oksnuii 1
aflwngpb mttjfat 1
oksnuii zygnzpddl 1
mttjfat zygnzpddl 1
zygnzpddl apalyqf 1
zygnzpddl goxehevbvm 1
apalyqf usiqqfw 1
goxehevbvm usiqqfw 1
usiqqfw nrcbyn 1
usiqqfw kokavfna 1
nrcbyn wrwujssblj 1
kokavfna wrwujssblj 1
wrwujssblj ndkenlp 1
wrwujssblj bftrs 1
ndkenlp rlzcrmo 1
bftrs rlzcrmo 1
rlzcrmo qqezfxhdmp 1
rlzcrmo mmoqg 1
qqezfxhdmp xmadfthosd 1
mmoqg xmadfthosd 1
xmadfthosd zsnwzus 1
xmadfthosd xgtpmefx 1
zsnwzus rteboyyhm 1
xgtpmefx rteboyyhm 1
rteboyyhm aqtake 1
rteboyyhm qzmss 1
aqtake pdwlklr 1
qzmss pdwlklr 1
pdwlklr pxexzcucfz 1
pdwlklr jwlbnbvm 1
pxexzcucfz beprywtt 1
jwlbnbvm beprywtt 1
beprywtt yaapw 1
beprywtt rldygni 1
yaapw ptiymujl 1
rldygni ptiymujl 1
ptiymujl kswz 1
ptiymujl ixzmlncs 1
kswz aqtr 1
ixzmlncs aqtr 1
aqtr xughazaszc 1
aqtr omygfwhxl 1
xughazaszc armjrki 1
omygfwhxl armjrki 1
armjrki bymc 1
armjrki ixvdxzyjaj 1
bymc pnlx 1
ixvdxzyjaj pnlx 1
pnlx kuwyl 1
pnlx msgb 1
kuwyl censeoxc 1
msgb censeoxc 1
censeoxc xleabnvk 1
censeoxc lkvzj 1
xleabnvk xqirmppbc 1
lkvzj xqirmppbc 1
xqirmppbc ddyncjhaf 1
xqirmppbc bcmrwhvdi 1
ddyncjhaf zypjll 1
bcmrwhvdi zypjll 1
zypjll bmgocpza 1
zypjll iugghgolp 1
bmgocpza axxp 1
iugghgolp axxp 1
axxp blywe 1
axxp xgtdbjmrtv 1
blywe hgyw 1
xgtdbjmrtv hgyw 1
hgyw ttbwml 1
hgyw exuoekgyqi 1
ttbwml vwusjq 1
exuoekgyqi vwusjq 1
vwusjq bocobmm 1
vwusjq pxskxvalyg 1
bocobmm zhkjrnp 1
pxskxvalyg zhkjrnp 1
zhkjrnp urrvfbm 1
zhkjrnp qftzzalj 1
urrvfbm ydpgllrgv 1
qftzzalj ydpgllrgv 1
ydpgllrgv iozj 1
ydpgllrgv exsxwded 1
iozj kvsm 1
exsxwded kvsm 1
kvsm mtkyixusd 1
kvsm fenldjxz 1
mtkyixusd isntwwpsvq 1
fenldjxz isntwwpsvq 1
isntwwpsvq zczjxuta 1
isntwwpsvq gcxtalbtxd 1
zczjxuta uqpxvicnaw 1
gcxtalbtxd uqpxvicnaw 1
uqpxvicnaw ojtwcajx 1
uqpxvicnaw aeenjdzu 1
ojtwcajx ntcadxu 1
aeenjdzu ntcadxu 1
ntcadxu nhxhbzsr 1
ntcadxu usfiim 1
nhxhbzsr vjigq 1
usfiim vjigq 1
vjigq xhdltgzbd 1
vjigq thoogbko 1
xhdltgzbd ulgklo 1
thoogbko ulgklo 1
ulgklo uixxrewm 1
ulgklo lfkdpd 1
uixxrewm airdq 1
lfkdpd airdq 1
airdq mifugjqlv 1
airdq oiiwirs 1
mifugjqlv hazbvksr 1
oiiwirs hazbvksr 1
hazbvksr trtlpiyo 1
hazbvksr youtz 1
trtlpiyo ipqiy 1
youtz ipqiy 1
ipqiy ubotm 1
ipqiy rzzuugtxef 1
ubotm nkaghhrqdm 1
rzzuugtxef nkaghhrqdm 1
nkaghhrqdm exczzi 1
nkaghhrqdm lybnhs 1
exczzi hemdvnrrqh 1
lybnhs hemdvnrrqh 1
hemdvnrrqh dfsvm 1
hemdvnrrqh ierxal 1
dfsvm kgsx 1
ierxal kgsx 1
kgsx noshctssvg 1
kgsx hazkglhbd 1
noshctssvg wpoj 1
hazkglhbd wpoj 1
wpoj uuvm 1
wpoj kdcqahnivt 1
uuvm htymhgx 1
kdcqahnivt htymhgx 1
htymhgx qyywh 1
htymhgx mhpzxppnm 1
qyywh saiqzlhirf 1
mhpzxppnm saiqzlhirf 1
saiqzlhirf ndkq 1
saiqzlhirf baiyi 1
ndkq lpfhepgq 1
baiyi lpfhepgq 1
lpfhepgq fwzugvhucp 1
lpfhepgq bvkgwybcef 1
fwzugvhucp tscntxfl 1
bvkgwybcef tscntxfl 1
tscntxfl zasuf 1
tscntxfl vydxtygkd 1
zasuf uvaivn 1
vydxtygkd uvaivn 1
uvaivn qekhhiy 1
uvaivn mdvgghw 1
qekhhiy hkhzi 1
mdvgghw hkhzi 1
hkhzi dodbqgzmv 1
hkhzi qfblxjqje 1
dodbqgzmv dnxwvtr 1
qfblxjqje dnxwvtr 1
dnxwvtr bzsulp 1
dnxwvtr firrvt 1
bzsulp pmbc 1
firrvt pmbc 1
pmbc fzki 1
pmbc mgbceosqgl 1
fzki fvxbptr 1
mgbceosqgl fvxbptr 1
fvxbptr dfejdhz 1
fvxbptr pqvkdwzsa 1
dfejdhz lfaexjrs 1
pqvkdwzsa lfaexjrs 1
lfaexjrs nppgkiz 1
lfaexjrs lfptfizdjz 1
nppgkiz pcxa 1
lfptfizdjz pcxa 1
pcxa asludoo 1
pcxa orekwr 1
asludoo ktwpqxqm 1
orekwr ktwpqxqm 1
ktwpqxqm brjq 1
ktwpqxqm zcqqjewwb 1
brjq dfjeddmo 1
zcqqjewwb dfjeddmo 1
ktwpqxqm jzznitvdd 5
dfjeddmo ypqjd 1
dfjeddmo hnlrdchcq 1
ypqjd otwdxybkyx 1
hnlrdchcq otwdxybkyx 1
749 162 tvilzbj qjzp
tvilzbj scijefxtmz 1
scijefxtmz alwmbzmn 1
alwmbzmn rfcocnnfb 1
rfcocnnfb qntjwbi 1
qntjwbi sjvrfstqiv 1
sjvrfstqiv fobhn 1
fobhn cekcbs 1
cekcbs gzsfefma 1
gzsfefma gakbawuy 1
gakbawuy hwmn 1
hwmn jmwsyybu 1
jmwsyybu uhdgca 1
uhdgca xiwcec 1
xiwcec njpdueeysu 1
njpdueeysu rlljbbtrmq 1
rlljbbtrmq aoskc 1
aoskc abdwdtlk 1
abdwdtlk urazmyx 1
urazmyx klktk 1
klktk dekrkf 1
dekrkf laufzdhpx 1
laufzdhpx tqcei 1
tqcei qaajmucyw 1
qaajmucyw pmmwdbrkg 1
pmmwdbrkg lrlhilx 1
lrlhilx ntie 1
ntie xkddr 1
xkddr fljguydw 1
fljguydw edsd 1
edsd pbcbgjglr 1
pbcbgjglr ndoe 1
ndoe ieuiszakx 1
ieuiszakx cekjtztyn 1
cekjtztyn qinepqg 1
qinepqg anhc 1
anhc prwmquj 1
prwmquj ytjmwiv 1
ytjmwiv gwbdleb 1
gwbdleb wglre 1
wglre pblsmhegm 1
pblsmhegm ygfchjyhba 1
ygfchjyhba efdpnk 1
efdpnk ftksevwp 1
ftksevwp tzlm 1
tzlm mzqsglk 1
mzqsglk kfjtakk 1
kfjtakk bralnogbjv 1
bralnogbjv kzuaqefnf 1
kzuaqefnf uhyqiani 1
uhyqiani dsgoni 1
dsgoni llcbojpc 1
llcbojpc yhjukmqjwt 1
yhjukmqjwt pskgldcw 1
pskgldcw kgqnz 1
kgqnz smezqeyn 1
smezqeyn refdjfsq 1
refdjfsq edyqtf 1
edyqtf ppfdg 1
ppfdg qpyev 1
qpyev kyqkco 1
kyqkco wobwzc 1
wobwzc lttgctz 1
lttgctz ewitww 1
ewitww hanoab 1
hanoab hlctppln 1
hlctppln zynzbm 1
zynzbm aaah 1
aaah tskd 1
tskd zaxrthijv 1
zaxrthijv fextsmhh 1
fextsmhh cpvffyofv 1
cpvffyofv uhelo 1
uhelo xlvtclhqg 1
xlvtclhqg iedsfnp 1
iedsfnp bbyqaev 1
bbyqaev uexlhihywy 1
uexlhihywy ufmngddt 1
ufmngddt edlawn 1
edlawn ezeamdyts 1
ezeamdyts paze 1
paze pyiid 1
pyiid gilzxru 1
gilzxru shitmmisbe 1
shitmmisbe adziqvxq 1
adziqvxq jcybnlev 1
jcybnlev eytzn 1
eytzn tpaq 1
tpaq zohor 1
zohor efwytw 1
efwytw lnhkup 1
lnhkup ajgid 1
ajgid evofdkkff 1
evofdkkff xldbatioxy 1
xldbatioxy mfttlwtvcc 1
mfttlwtvcc ojcwup 1
ojcwup ggbxkvm 1
ggbxkvm wizmnty 1
wizmnty tgxxjxe 1
tgxxjxe uvfndunayf 1
uvfndunayf ltrjizb 1
ltrjizb pmmwdhiqk 1
pmmwdhiqk vsuf 1
vsuf mfkowvsfm 1
mfkowvsfm xzgkzggn 1
xzgkzggn qtcfcgl 1
qtcfcgl vusgbwe 1
vusgbwe zucbapl 1
zucbapl ewjan 1
ewjan pkllx 1
pkllx wvsfl 1
wvsfl rddkrtaex 1
rddkrtaex qbbt 1
qbbt rqihokdyb 1
rqihokdyb vkwsb 1
vkwsb ldkp 1
ldkp dwet 1
dwet lihtt 1
lihtt tpsf 1
tpsf mnoxykmlwb 1
mnoxykmlwb adyy 1
adyy wzemcm 1
wzemcm gbqputrea 1
gbqputrea iiedtufyho 1
iiedtufyho vavepvuq 1
vavepvuq jpalfkcmfx 1
jpalfkcmfx sjxnk 1
sjxnk bvudbyam 1
bvudbyam avuktmm 1
avuktmm wmsmdone 1
wmsmdone xbxch 1
xbxch hzqcayd 1
hzqcayd whinybpuva 1
whinybpuva jewbuw 1
jewbuw dtxvn 1
dtxvn kikklpsug 1
kikklpsug ulfuyy 1
ulfuyy kantgnes 1
kantgnes jmzwdyjz 1
jmzwdyjz vczcr 1
vczcr ckyyiptvy 1
ckyyiptvy lmreaxfb 1
lmreaxfb lhknaunofh 1
lhknaunofh neieuyrlew 1
neieuyrlew umokpmj 1
umokpmj kibapfqhg 1
kibapfqhg avjreac 1
avjreac qefrqpzzvi 1
qefrqpzzvi lsmf 1
lsmf bdnb 1
bdnb jjqhenh 1
jjqhenh ashguoatyn 1
ashguoatyn ptkjkdufe 1
ptkjkdufe hipsgisrk 1
hipsgisrk fesrdvpua 1
fesrdvpua tixiksvrm 1
tixiksvrm gozalmzl 1
gozalmzl wqvurqmqfx 1
wqvurqmqfx fhgd 1
fhgd orwbbvdz 1
orwbbvdz ukaihngx 1
ukaihngx grvanfvuxy 1
grvanfvuxy pkeulvz 1
pkeulvz jpotuhkql 1
jpotuhkql wwckewclyi 1
wwckewclyi rucvsblz 1
rucvsblz ksfxl 1
ksfxl vfyvhpl 1
vfyvhpl hvlay 1
hvlay txzsmjjcf 1
txzsmjjcf amesofz 1
amesofz jqyjiz 1
jqyjiz fsjqg 1
fsjqg btvxouij 1
btvxouij lcdryltgn 1
lcdryltgn bqvttsn 1
bqvttsn mzpzf 1
mzpzf vjotex 1
vjotex geuhgxe 1
geuhgxe cmtkk 1
cmtkk ehmlhyg 1
ehmlhyg btxjdaxkzi 1
btxjdaxkzi lykoodnkr 1
lykoodnkr fyrmvlg 1
fyrmvlg jtsaxkio 1
jtsaxkio bhubd 1
bhubd ibmerflkqf 1
ibmerflkqf brca 1
brca dukbpu 1
dukbpu pulbytj 1
pulbytj eyvyvzbrf 1
eyvyvzbrf wfrdoa 1
wfrdoa jkqjwzpqf 1
jkqjwzpqf aelv 1
aelv mwmw 1
mwmw kxial 1
kxial pwqcylkg 1
pwqcylkg rgsyfakyy 1
rgsyfakyy hnwycb 1
hnwycb gzfef 1
gzfef ponitcgh 1
ponitcgh rtcyzk 1
rtcyzk nxvmm 1
nxvmm cxzqllpo 1
cxzqllpo jlmfhpgil 1
jlmfhpgil enmy 1
enmy otexvwxspg 1
otexvwxspg lvpo 1
lvpo xwgftxttbx 1
xwgftxttbx rspbidpib 1
rspbidpib zzae 1
zzae esxywle 1
esxywle dbjqsqee 1
dbjqsqee dcnmmdma 1
dcnmmdma gvnyfi 1
gvnyfi nruzw 1
nruzw bxmp 1
bxmp silh 1
silh beszqluy 1
beszqluy foxzvehvt 1
